Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
FD7707,10.81,reg,0.144,Dairy,134.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,2780.44
FD2143,13.09,Low Sugar,0.143,Frozen Foods,135.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3320.51
FD1773,12.14,Low Sugar,0.008,Baking Goods,124.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,2874.73
FD4970,11.91,Regular,0.015,Snack Foods,153.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3408.55
DR1957,10.23,Low Sugar,0.129,Soft Drinks,54.23,OUT002,1998,Small,Tier 3,Food Mart,1005.98
NC5950,9.8,No Sugar,0.096,Household,111.52,OUT002,1998,Small,Tier 3,Food Mart,2082.24
NC4340,11.33,No Sugar,0.177,Health and Hygiene,103.49,OUT002,1998,Small,Tier 3,Food Mart,2262.79
DR6878,10.93,Low Sugar,0.013,Soft Drinks,66.73,OUT002,1998,Small,Tier 3,Food Mart,1421.47
FD127,14.76,Low Sugar,0.253,Baking Goods,185.7,OUT001,1987,High,Tier 2,Supermarket Type1,3754.43
FD895,15.38,Regular,0.017,Breakfast,185.92,OUT001,1987,High,Tier 2,Supermarket Type1,4866.21
FD557,12.64,Low Sugar,0.021,Starchy Foods,172.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,2898.86
FD7450,15.28,Regular,0.036,Dairy,155.96,OUT003,1999,Medium,Tier 1,Departmental Store,4230.65
NC8245,11.29,No Sugar,0.058,Others,142.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,3059.34
NC1001,11.31,No Sugar,0.099,Health and Hygiene,152.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3265.06
FD1450,15.09,Regular,0.105,Snack Foods,194.86,OUT001,1987,High,Tier 2,Supermarket Type1,4981.8
FD6157,11.84,Regular,0.072,Canned,116.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,2638.99
FD142,12.35,Regular,0.005,Canned,157.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,4345.5
DR8483,16.32,Regular,0.018,Soft Drinks,174.02,OUT001,1987,High,Tier 2,Supermarket Type1,4833.61
FD1754,12.09,Low Sugar,0.039,Snack Foods,171.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3826.91
FD4145,7.3,Low Sugar,0.066,Meat,106.72,OUT002,1998,Small,Tier 3,Food Mart,1417.59
NC6730,16.57,No Sugar,0.062,Health and Hygiene,214.52,OUT003,1999,Medium,Tier 1,Departmental Store,5719.47
FD2761,12.46,Regular,0.035,Meat,148.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3438.81
FD4212,13.53,Low Sugar,0.167,Frozen Foods,171.25,OUT001,1987,High,Tier 2,Supermarket Type1,4147.75
FD3765,9.13,Low Sugar,0.027,Fruits and Vegetables,121.09,OUT002,1998,Small,Tier 3,Food Mart,2125.92
FD2004,16.37,Regular,0.037,Snack Foods,166.25,OUT001,1987,High,Tier 2,Supermarket Type1,4687.33
FD5380,12.87,Regular,0.069,Canned,155.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,3671.84
FD4749,14.06,Low Sugar,0.083,Snack Foods,143.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,3694.94
FD2136,9.48,Low Sugar,0.052,Fruits and Vegetables,115.3,OUT002,1998,Small,Tier 3,Food Mart,2087.47
FD4836,14.75,Regular,0.163,Snack Foods,197.84,OUT001,1987,High,Tier 2,Supermarket Type1,4965.99
FD6469,12.82,reg,0.058,Frozen Foods,135.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3251.39
FD1333,10.43,Low Sugar,0.09,Snack Foods,117.52,OUT001,1987,High,Tier 2,Supermarket Type1,2347.2
FD6321,13.67,Low Sugar,0.055,Meat,125.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,3233.44
FD8138,14.96,Low Sugar,0.09,Dairy,139.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3814.83
FD6588,16.63,Low Sugar,0.099,Breads,191.04,OUT003,1999,Medium,Tier 1,Departmental Store,5252.45
FD8457,14.83,Regular,0.057,Meat,181.34,OUT001,1987,High,Tier 2,Supermarket Type1,4646.84
FD1738,10.01,Regular,0.038,Fruits and Vegetables,103.43,OUT002,1998,Small,Tier 3,Food Mart,1964.7
FD6373,10.17,Low Sugar,0.098,Frozen Foods,74.27,OUT002,1998,Small,Tier 3,Food Mart,1402.37
FD2367,14.27,Regular,0.121,Snack Foods,163.9,OUT001,1987,High,Tier 2,Supermarket Type1,4163.04
FD5146,13.66,Low Sugar,0.028,Starchy Foods,197.68,OUT001,1987,High,Tier 2,Supermarket Type1,4717.49
FD2196,13.6,Low Sugar,0.08,Snack Foods,127.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3271.17
FD7254,13.6,Low Sugar,0.082,Frozen Foods,159.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3916.47
NC2284,10.09,No Sugar,0.02,Household,116.0,OUT002,1998,Small,Tier 3,Food Mart,2239.69
FD2539,12.21,Low Sugar,0.129,Fruits and Vegetables,142.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3254.38
FD1209,15.74,Regular,0.092,Fruits and Vegetables,138.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3971.46
FD7557,11.5,Low Sugar,0.181,Frozen Foods,134.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,2943.54
FD4326,11.95,Low Sugar,0.047,Breads,164.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3646.17
FD8606,14.1,Regular,0.031,Meat,155.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3953.57
FD7903,11.75,Regular,0.043,Meat,105.44,OUT001,1987,High,Tier 2,Supermarket Type1,2397.77
NC900,13.05,No Sugar,0.048,Household,117.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,2944.58
FD207,13.78,Low Sugar,0.081,Frozen Foods,124.38,OUT002,1998,Small,Tier 3,Food Mart,516.91
FD8223,12.51,Regular,0.153,Dairy,142.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3337.19
FD3855,13.54,Regular,0.084,Fruits and Vegetables,157.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3860.77
FD2399,10.66,Low Sugar,0.049,Fruits and Vegetables,129.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,2650.48
FD4918,12.84,Low Sugar,0.089,Snack Foods,109.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,2732.63
FD4522,8.85,Low Sugar,0.123,Canned,113.28,OUT002,1998,Small,Tier 3,Food Mart,1902.66
FD5486,14.78,Low Sugar,0.039,Canned,212.84,OUT003,1999,Medium,Tier 1,Departmental Store,5280.86
FD7155,13.16,Low Sugar,0.176,Canned,122.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3066.82
FD5542,13.97,Regular,0.104,Snack Foods,147.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3760.57
NC6444,12.21,No Sugar,0.048,Health and Hygiene,124.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,2894.65
FD2113,12.4,Low Sugar,0.122,Dairy,106.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,2559.42
FD702,12.6,Regular,0.024,Fruits and Vegetables,144.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3398.44
FD75,11.77,Low Sugar,0.025,Dairy,152.22,OUT003,1999,Medium,Tier 1,Departmental Store,5751.8
FD3186,11.5,Regular,0.149,Frozen Foods,140.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3050.63
DR6125,12.65,Low Sugar,0.098,Soft Drinks,150.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3525.06
FD6862,15.41,Low Sugar,0.089,Snack Foods,195.41,OUT003,1999,Medium,Tier 1,Departmental Store,5067.15
FD1319,13.55,Low Sugar,0.043,Dairy,191.19,OUT001,1987,High,Tier 2,Supermarket Type1,4558.46
DR3298,13.87,Low Sugar,0.038,Soft Drinks,143.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3662.72
FD1136,13.2,Low Sugar,0.033,Snack Foods,131.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3266.18
FD4897,12.16,Low Sugar,0.152,Dairy,148.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,3365.46
NC7084,12.46,No Sugar,0.053,Others,155.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,3575.15
FD1476,12.04,Low Sugar,0.059,Canned,156.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3503.79
FD8396,12.08,Low Sugar,0.011,Fruits and Vegetables,143.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3259.38
FD1766,14.39,reg,0.01,Frozen Foods,175.47,OUT003,1999,Medium,Tier 1,Departmental Store,4428.16
FD2014,16.46,Low Sugar,0.112,Breakfast,192.12,OUT003,1999,Medium,Tier 1,Departmental Store,5235.57
FD7502,9.19,Regular,0.046,Meat,108.36,OUT002,1998,Small,Tier 3,Food Mart,1879.58
FD2771,12.36,Low Sugar,0.188,Starchy Foods,152.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,3500.27
FD3153,14.12,Low Sugar,0.151,Fruits and Vegetables,140.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3659.99
FD6301,11.93,Regular,0.055,Dairy,142.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,3202.1
FD1012,13.55,Low Sugar,0.186,Baking Goods,66.75,OUT002,1998,Small,Tier 3,Food Mart,2014.05
FD4759,12.75,Regular,0.028,Meat,136.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3252.6
DR2222,11.14,Regular,0.1,Soft Drinks,107.07,OUT002,1998,Small,Tier 3,Food Mart,2294.76
FD8408,12.76,Regular,0.021,Breads,139.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3325.15
FD7019,13.17,Regular,0.048,Snack Foods,137.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,3372.49
FD6994,16.67,Regular,0.033,Fruits and Vegetables,233.57,OUT003,1999,Medium,Tier 1,Departmental Store,6132.54
FD902,10.84,Regular,0.066,Meat,120.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,2502.33
FD3078,13.36,Regular,0.018,Baking Goods,123.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3141.35
FD441,10.86,Regular,0.08,Canned,208.49,OUT002,1998,Small,Tier 3,Food Mart,2078.06
FD4670,13.26,Low Sugar,0.023,Dairy,171.35,OUT001,1987,High,Tier 2,Supermarket Type1,4088.04
FD6544,10.86,Regular,0.1,Baking Goods,130.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,2700.83
FD5405,14.04,Low Sugar,0.058,Canned,120.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,3234.27
FD4131,16.97,Regular,0.057,Baking Goods,155.79,OUT001,1987,High,Tier 2,Supermarket Type1,4609.26
FD289,9.45,Low Sugar,0.094,Canned,162.28,OUT002,1998,Small,Tier 3,Food Mart,563.06
NC7558,10.07,No Sugar,0.035,Health and Hygiene,126.01,OUT001,1987,High,Tier 2,Supermarket Type1,2438.51
NC5751,12.53,No Sugar,0.016,Health and Hygiene,134.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,3172.67
FD1307,8.87,Low Sugar,0.014,Fruits and Vegetables,161.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,2887.99
FD223,15.42,Regular,0.047,Meat,150.21,OUT002,1998,Small,Tier 3,Food Mart,1594.65
FD1332,9.02,Low Sugar,0.108,Snack Foods,106.93,OUT002,1998,Small,Tier 3,Food Mart,1812.78
NC8661,9.57,No Sugar,0.015,Health and Hygiene,144.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,2696.29
FD3685,10.03,Low Sugar,0.064,Baking Goods,100.21,OUT002,1998,Small,Tier 3,Food Mart,1902.55
FD5488,13.61,Low Sugar,0.026,Snack Foods,96.63,OUT004,2009,Medium,Tier 2,Supermarket Type2,2637.62
FD2015,12.77,Regular,0.076,Snack Foods,132.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3174.76
FD2000,10.46,Low Sugar,0.115,Starchy Foods,181.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3655.17
FD8418,12.98,Regular,0.055,Meat,167.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3955.81
FD6027,13.92,Low Sugar,0.099,Fruits and Vegetables,116.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,3123.19
DR7851,10.54,Regular,0.049,Soft Drinks,151.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3077.93
NC809,14.38,No Sugar,0.028,Household,179.28,OUT001,1987,High,Tier 2,Supermarket Type1,4504.13
FD4076,11.15,Regular,0.058,Canned,101.35,OUT002,1998,Small,Tier 3,Food Mart,2178.37
FD3819,13.17,Regular,0.044,Meat,214.77,OUT001,1987,High,Tier 2,Supermarket Type1,4955.81
FD5480,13.21,Regular,0.019,Baking Goods,164.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3936.0
FD5982,16.76,Low Sugar,0.081,Starchy Foods,169.25,OUT003,1999,Medium,Tier 1,Departmental Store,4836.45
FD2950,13.19,Low Sugar,0.235,Snack Foods,141.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3464.61
NC7883,12.71,No Sugar,0.022,Household,178.46,OUT001,1987,High,Tier 2,Supermarket Type1,4108.2
FD565,13.34,Low Sugar,0.048,Frozen Foods,154.53,OUT003,1999,Medium,Tier 1,Departmental Store,5707.41
DR7293,11.18,Low Sugar,0.015,Soft Drinks,170.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,3608.87
FD3588,10.21,Low Sugar,0.096,Fruits and Vegetables,121.78,OUT001,1987,High,Tier 2,Supermarket Type1,2385.57
FD7460,15.98,Low Sugar,0.106,Snack Foods,169.63,OUT001,1987,High,Tier 2,Supermarket Type1,4668.38
FD6562,10.35,Low Sugar,0.1,Snack Foods,130.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,2589.27
FD6430,10.99,Low Sugar,0.057,Snack Foods,140.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,2949.75
FD1359,8.05,Regular,0.047,Dairy,101.95,OUT002,1998,Small,Tier 3,Food Mart,1491.71
FD8014,10.71,Low Sugar,0.016,Fruits and Vegetables,128.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,2637.11
FD1027,10.98,Regular,0.023,Dairy,143.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,2997.53
FD6159,7.18,Regular,0.108,Frozen Foods,111.69,OUT002,1998,Small,Tier 3,Food Mart,1492.4
NC513,11.63,No Sugar,0.011,Health and Hygiene,144.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,2918.24
DR3912,13.31,Regular,0.011,Soft Drinks,171.77,OUT001,1987,High,Tier 2,Supermarket Type1,4108.56
FD1087,13.9,Regular,0.024,Dairy,177.0,OUT003,1999,Medium,Tier 1,Departmental Store,4347.69
FD5662,11.98,Low Sugar,0.093,Canned,153.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,3441.52
FD8130,9.16,Regular,0.064,Snack Foods,155.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,2847.84
FD6911,9.25,Low Sugar,0.175,Dairy,100.47,OUT002,1998,Small,Tier 3,Food Mart,1731.07
NC2247,10.64,No Sugar,0.034,Health and Hygiene,123.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,2524.16
FD4484,9.0,Low Sugar,0.073,Meat,99.65,OUT002,1998,Small,Tier 3,Food Mart,1658.58
FD334,14.5,Low Sugar,0.122,Canned,167.28,OUT002,1998,Small,Tier 3,Food Mart,1526.43
FD8237,13.48,Regular,0.018,Frozen Foods,135.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3394.93
FD7414,12.16,Low Sugar,0.149,Canned,132.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3043.63
FD2509,7.91,Low Sugar,0.033,Frozen Foods,152.02,OUT001,1987,High,Tier 2,Supermarket Type1,2482.89
FD4853,13.17,Low Sugar,0.085,Snack Foods,147.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,3576.32
FD6032,10.89,Low Sugar,0.085,Baking Goods,122.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,2561.39
FD7032,12.77,Regular,0.017,Starchy Foods,151.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,3568.94
FD2147,14.5,Regular,0.046,Snack Foods,165.21,OUT003,1999,Medium,Tier 1,Departmental Store,4241.82
FD1931,10.83,Regular,0.014,Meat,178.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3690.18
FD2893,10.38,Low Sugar,0.013,Breads,84.65,OUT002,1998,Small,Tier 3,Food Mart,1662.46
FD8692,12.81,Low Sugar,0.025,Snack Foods,143.16,OUT004,2009,Medium,Tier 2,Supermarket Type2,3410.04
FD6354,10.72,Low Sugar,0.006,Frozen Foods,143.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,2937.08
FD3495,16.94,Regular,0.039,Canned,191.11,OUT003,1999,Medium,Tier 1,Departmental Store,5324.71
NC3635,13.73,No Sugar,0.015,Health and Hygiene,100.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,2746.16
NC6850,12.64,No Sugar,0.061,Health and Hygiene,160.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,3734.73
FD5776,15.29,Low Sugar,0.105,Dairy,166.6,OUT003,1999,Medium,Tier 1,Departmental Store,4448.61
FD7061,11.56,Low Sugar,0.188,Fruits and Vegetables,132.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,2909.79
NC2208,13.46,No Sugar,0.08,Household,148.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,3670.67
FD7521,14.14,Low Sugar,0.011,Baking Goods,159.49,OUT001,1987,High,Tier 2,Supermarket Type1,4045.4
FD2826,15.98,Regular,0.072,Dairy,139.19,OUT001,1987,High,Tier 2,Supermarket Type1,4044.71
FD5432,11.17,Low Sugar,0.076,Snack Foods,132.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,2830.8
FD5075,14.28,Regular,0.031,Canned,162.08,OUT001,1987,High,Tier 2,Supermarket Type1,4130.16
NC3301,12.71,No Sugar,0.093,Household,150.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3539.77
FD5790,13.49,Low Sugar,0.071,Breakfast,145.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3613.53
FD7057,12.78,Regular,0.016,Fruits and Vegetables,119.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,2909.66
FD6077,13.73,Low Sugar,0.068,Snack Foods,185.82,OUT003,1999,Medium,Tier 1,Departmental Store,4491.34
FD4851,13.45,Regular,0.092,Fruits and Vegetables,169.24,OUT001,1987,High,Tier 2,Supermarket Type1,4087.34
FD2338,15.05,Regular,0.12,Fruits and Vegetables,198.53,OUT003,1999,Medium,Tier 1,Departmental Store,5049.41
FD4695,13.56,Regular,0.042,Baking Goods,121.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3136.35
DR4278,10.35,Low Sugar,0.044,Soft Drinks,121.94,OUT001,1987,High,Tier 2,Supermarket Type1,2418.61
NC4951,12.79,No Sugar,0.015,Household,150.11,OUT004,2009,Medium,Tier 2,Supermarket Type2,3547.77
FD3800,8.44,Low Sugar,0.151,Meat,127.75,OUT002,1998,Small,Tier 3,Food Mart,2107.28
FD4883,13.66,Regular,0.076,Snack Foods,144.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3632.6
NC633,12.98,No Sugar,0.138,Household,146.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3515.57
FD3729,12.95,Regular,0.114,Baking Goods,134.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3272.89
FD7917,15.76,Regular,0.032,Canned,201.96,OUT003,1999,Medium,Tier 1,Departmental Store,5278.9
FD4333,13.72,Low Sugar,0.116,Dairy,149.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,3744.54
FD7579,11.88,Low Sugar,0.01,Fruits and Vegetables,128.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,2910.11
NC6581,14.24,No Sugar,0.007,Household,184.21,OUT001,1987,High,Tier 2,Supermarket Type1,4572.42
FD3438,13.48,Regular,0.092,Snack Foods,107.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,2822.62
FD2157,9.88,Low Sugar,0.051,Fruits and Vegetables,123.76,OUT001,1987,High,Tier 2,Supermarket Type1,2351.4
FD4696,15.98,Low Sugar,0.078,Breads,155.92,OUT003,1999,Medium,Tier 1,Departmental Store,4386.45
FD5267,14.2,Low Sugar,0.018,Meat,146.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3792.48
FD1120,12.73,Low Sugar,0.056,Fruits and Vegetables,144.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3412.48
NC1739,10.22,No Sugar,0.024,Household,186.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3711.48
FD742,12.76,Low Sugar,0.032,Fruits and Vegetables,82.59,OUT002,1998,Small,Tier 3,Food Mart,2159.2
NC6783,14.52,No Sugar,0.046,Others,186.63,OUT001,1987,High,Tier 2,Supermarket Type1,4685.6
FD4462,9.5,Low Sugar,0.01,Snack Foods,111.24,OUT002,1998,Small,Tier 3,Food Mart,2008.6
FD5213,11.74,Low Sugar,0.057,Dairy,169.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3711.28
NC7548,12.86,No Sugar,0.076,Health and Hygiene,154.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3651.67
FD3417,9.87,Low Sugar,0.03,Snack Foods,89.57,OUT002,1998,Small,Tier 3,Food Mart,1648.78
FD1256,11.83,Regular,0.046,Fruits and Vegetables,149.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,3314.39
FD1473,13.0,Regular,0.128,Fruits and Vegetables,160.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3797.5
FD4043,9.67,Low Sugar,0.035,Frozen Foods,120.82,OUT002,1998,Small,Tier 3,Food Mart,2241.67
FD7776,12.7,Regular,0.076,Meat,107.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,2663.33
FD6116,14.96,Low Sugar,0.062,Dairy,250.14,OUT003,1999,Medium,Tier 1,Departmental Store,6083.39
NC7372,14.12,No Sugar,0.059,Others,148.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3808.19
FD5268,13.3,Regular,0.053,Snack Foods,161.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3890.89
NC1398,13.32,No Sugar,0.049,Household,113.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,2913.55
FD3870,10.89,Regular,0.142,Frozen Foods,112.77,OUT001,1987,High,Tier 2,Supermarket Type1,2354.38
FD3690,11.27,Regular,0.047,Meat,136.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,2924.64
FD321,15.12,Low Sugar,0.143,Fruits and Vegetables,132.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,2562.14
FD5291,13.98,Low Sugar,0.039,Baking Goods,164.29,OUT001,1987,High,Tier 2,Supermarket Type1,4105.35
FD5907,9.91,Regular,0.044,Canned,136.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,2615.44
FD6344,11.59,Low Sugar,0.009,Fruits and Vegetables,170.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3690.29
FD1847,12.17,Low Sugar,0.185,Fruits and Vegetables,186.71,OUT001,1987,High,Tier 2,Supermarket Type1,4155.55
FD119,13.48,Low Sugar,0.057,Snack Foods,109.65,OUT002,1998,Small,Tier 3,Food Mart,894.75
FD2365,11.62,Low Sugar,0.038,Fruits and Vegetables,155.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3383.94
FD6197,10.81,Regular,0.068,Canned,151.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3136.67
FD6115,11.64,Low Sugar,0.056,Fruits and Vegetables,71.59,OUT002,1998,Small,Tier 3,Food Mart,1680.56
FD3302,16.14,Regular,0.028,Fruits and Vegetables,129.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3891.48
FD4782,13.49,Regular,0.023,Fruits and Vegetables,115.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3004.21
FD5469,16.35,Low Sugar,0.1,Meat,150.39,OUT003,1999,Medium,Tier 1,Departmental Store,4356.55
FD199,11.47,Regular,0.047,Dairy,130.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,1979.46
DR2161,13.33,Low Sugar,0.009,Soft Drinks,143.06,OUT004,2009,Medium,Tier 2,Supermarket Type2,3525.5
FD8128,13.94,Low Sugar,0.073,Dairy,165.92,OUT001,1987,High,Tier 2,Supermarket Type1,4130.36
FD7884,8.81,Low Sugar,0.157,Snack Foods,167.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,2993.9
NC6856,9.72,No Sugar,0.022,Household,112.11,OUT002,1998,Small,Tier 3,Food Mart,2075.82
FD5841,14.29,Low Sugar,0.013,Canned,188.85,OUT001,1987,High,Tier 2,Supermarket Type1,4679.91
FD4473,11.58,Low Sugar,0.038,Fruits and Vegetables,143.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3146.56
NC3173,8.32,No Sugar,0.233,Health and Hygiene,128.89,OUT002,1998,Small,Tier 3,Food Mart,2102.35
FD1767,12.7,Low Sugar,0.038,Fruits and Vegetables,170.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3944.7
NC3961,12.0,No Sugar,0.068,Household,106.16,OUT001,1987,High,Tier 2,Supermarket Type1,2468.42
FD2047,12.03,Low Sugar,0.128,Snack Foods,166.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,3702.58
FD1618,10.59,Low Sugar,0.074,Dairy,122.2,OUT001,1987,High,Tier 2,Supermarket Type1,2479.34
FD5645,12.21,Low Sugar,0.021,Seafood,107.93,OUT004,2009,Medium,Tier 2,Supermarket Type2,2552.81
DR2228,17.77,Low Sugar,0.047,Soft Drinks,175.25,OUT003,1999,Medium,Tier 1,Departmental Store,5186.32
FD6063,11.5,Regular,0.103,Frozen Foods,173.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3728.97
FD8028,11.59,Regular,0.035,Canned,96.26,OUT002,1998,Small,Tier 3,Food Mart,2175.23
FD2596,16.86,Low Sugar,0.061,Fruits and Vegetables,217.5,OUT003,1999,Medium,Tier 1,Departmental Store,5845.41
FD7092,7.3,Low Sugar,0.041,Dairy,125.09,OUT002,1998,Small,Tier 3,Food Mart,1795.0
FD6925,10.72,Regular,0.113,Baking Goods,158.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,3247.04
FD2829,16.41,Regular,0.126,Frozen Foods,166.61,OUT001,1987,High,Tier 2,Supermarket Type1,4702.07
NC238,13.36,No Sugar,0.015,Others,178.89,OUT003,1999,Medium,Tier 1,Departmental Store,5520.58
FD4374,10.91,Low Sugar,0.094,Fruits and Vegetables,136.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,2839.23
FD7138,14.67,Low Sugar,0.02,Dairy,143.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3845.01
FD3239,15.34,Low Sugar,0.104,Starchy Foods,176.23,OUT001,1987,High,Tier 2,Supermarket Type1,4656.88
FD3767,11.43,Regular,0.05,Dairy,149.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3223.49
FD1417,15.06,Low Sugar,0.072,Meat,156.09,OUT001,1987,High,Tier 2,Supermarket Type1,4182.62
FD6135,12.63,Low Sugar,0.039,Breads,124.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,2991.53
